user_id,isbn,rating,book_title,book_author,year_of_publication
244250,1564142965,7,Breaking the Rules: Last-Ditch Tactics for Landing the Man of Your Dreams,Laura Banks,1997.0
100822,0553290142,0,Song of the Wolf,Rosanne Bittner,1992.0
28204,1551664402,0,Hard Candy,Mary Lynn Baxter,1998.0
258690,0440215900,0,Walking After Midnight,KAREN ROBARDS,1995.0
143909,0380727501,5,Notes from a Small Island,Bill Bryson,1997.0
30035,0373706456,5,"Too Many Bosses (Women Who Dare) (Harlequin Superromance, No 645)",Jan Freed,1995.0
35859,0515120448,0,The Wild Baron,Catherine Coulter,1997.0
9893,0451408462,8,Drop Dead Gorgeous,Heather Graham,1998.0
6251,0804115613,0,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,2000.0
155014,0451524462,0,Billy Budd and Other Tales (Signet Classic),Herman Melville,1988.0
212027,0670840661,6,The Assault,Reinaldo Arenas,1994.0
43898,0452283736,0,Legally Blonde,Amanda Brown,2002.0
10314,0060934417,0,Bel Canto: A Novel,Ann Patchett,2002.0
98904,0671689231,6,Little Girl Lost,Drew Barrymore,1991.0
236283,080410526X,9,All I Really Need to Know,ROBERT FULGHUM,1989.0
171118,0205395090,8,Statistics Without Tears: A Primer for Non-Mathematicians (Allyn & Bacon Classics Edition),Derek Rowntree,2003.0
224764,0446531421,0,Still Life With Crows,Lincoln Child,2003.0
11676,1880507021,10,"Â¡Corre, perro, corre!",Philip D. Eastman,1992.0
98254,0743412370,0,Soul of the Bride,Constance M. Burge,2001.0
34216,0671680080,0,Star Trek V: The Final Frontier,J.M. Dillard,1989.0
277639,034525421X,0,Amber Promise,Margaret Abbey,1979.0
63119,3453029178,0,Schwarzer Sonntag.,Thomas Harris,1999.0
80555,0671876031,7,PROTEUS COMBINED,Charles Sheffield,1994.0
104113,0590459236,8,Two Moons in August: A Novel (Point),Martha Brooks,1993.0
108405,0312956002,0,The Other Mrs. Kennedy : An intimate and reevaling look at the hidden life of Ethel Skakel Kennedy,Jerry Oppenheimer,1995.0
30276,0373471785,7,Chances (Chances),Janice Kaiser,1997.0
16795,1551668912,0,Thursday'S At Eight,Debbie Macomber,2002.0
65649,0394551907,10,You're Only Old Once! : A Book for Obsolete Children,DR SEUSS,1986.0
227447,0590430149,7,Slumber Party (Point Paperback),Christopher Pike,1993.0
274004,038548951X,8,Sister of My Heart,Chitra Banerjee Divakaruni,2000.0
168985,0446355569,8,The City of Joy,Dominique Lapierre,1990.0
241666,0440234743,8,The Testament,John Grisham,1999.0
40943,0553241141,0,Lion In Egypt of the Lion IV,Peter Danielson,1984.0
236172,1555611664,0,Baby Tips for New Moms: First 4 Months (Baby Tips for New Moms and Dads),Jeanne Murphy,1998.0
27462,0373825021,0,"Tyler #2 Bright Hopes (Tyler, No. 2)",Pat Warren,1992.0
240543,0834803674,10,New Humanism the University Addresses Of,Daisaku Ikeda,2000.0
209631,0375706437,8,The Wild Party : The Lost Classic by Joseph Moncure March,ART SPIEGELMAN,1999.0
228250,0316777722,0,Me Talk Pretty One Day,David Sedaris,2000.0
6577,0446527785,7,A Bend in the Road,Nicholas Sparks,2001.0
272225,0425169863,0,Point of Origin,Patricia Daniels Cornwell,1999.0
10447,0805211020,0,A Good Enough Daughter : A memoir,ALIX KATES SHULMAN,2000.0
149421,0140187464,0,The Moon Is Down (Twentieth-Century Classics),John Steinbeck,1995.0
127359,0670892084,0,Welcome to My Planet: Where English Is Sometimes Spoken,Shannon Olson,2000.0
266226,0451408721,0,Deadly Exposure,Leonard Goldberg,2000.0
14449,0525939857,0,The Takeover,Stephen W. Frey,1995.0
13552,0345434773,0,Evensong (Ballantine Reader's Circle),Gail Godwin,2000.0
164465,006447240X,0,Turning Seventeen #4: Show Me Love (Turning Seventeen),Elizabeth Craft,2000.0
162738,0345312015,0,Hooligans,WILLIAM DIEHL,1985.0
34701,0842377506,10,A Voice in the Wind (Mark of the Lion #1),Francine Rivers,1998.0
143175,0449219380,0,Murder at the National Gallery (Capital Crime Mysteries),Margaret Truman,1997.0
15559,2709616742,0,Les enfants du Graal,Peter Berling,1996.0
98787,0862783860,0,Green Card Blues,Shay Healy,1998.0
11676,0446674680,5,The Other Side of Midnight,Sidney Sheldon,1998.0
219609,0440221315,6,The Gift,DANIELLE STEEL,1996.0
110973,0964470500,0,Madison County Cookbook,St Joseph Church Committee,1994.0
128610,0842329242,0,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998.0
167800,0373195575,0,"Do You Hear What I Hear? (Christmas Theme) (Silhouette Romance, No. 1557)",Holly Jacobs,2001.0
135149,0929634063,8,50 Simple Things You Can Do to Save the Earth,Earthworks Group,1989.0
15589,2010151534,0,Ali Baba Et Les Quarante Voleurs,Anon,1994.0
252071,0449006344,0,Angel Falls,KRISTIN HANNAH,2001.0
75860,0373250657,0,Let's Meet On Platform 8 (Red Dress Ink),Carole Matthews,2004.0
107736,0880882239,0,Notes to Myself: A Guided Journal (Guided Journals),Nick Beillenson,1999.0
31053,0439136369,9,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001.0
269719,0553569791,0,The Last Innocent Man,PHILLIP M. MARGOLIN,1995.0
278854,0553578596,0,Wicked Fix : A Home Repair is Homicide Mystery (Home Repair is Homicide Mysteries (Paperback)),SARAH GRAVES,2000.0
150124,055344560X,0,"Cloud Dancer (Loveswept, No 822)",Laura Taylor,1997.0
147752,0345285549,0,Elfstones of Shannara,Terry Brooks,1990.0
187145,1582431256,0,The Lost Glass Plates of Wilfred Eng,Thomas Orton,2000.0
232131,0933216998,0,The Lessons,Melanie McAllester,1994.0
86555,1552042332,0,Return to Promise (Mira (Audio)),Debbie MacOmber,2000.0
35185,0446518468,0,Angelic Healing: Working With Your Angels to Heal Your Life,Eileen Elias Freeman,1994.0
274803,3548239420,7,Der Ketzer von Soana.,Gerhart Hauptmann,1996.0
198790,0375727345,0,House of Sand and Fog,Andre Dubus III,2000.0
224646,1557831572,0,The Complete Works of William Shakespeare : Reduced Shakespeare Company Presents,Jess Borgeson,1993.0
252071,0553575538,0,Stealing Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000.0
259629,0670861499,0,Star Hatchling,Margaret Bechard,1995.0
234623,0345402316,0,Crossing over Jordan: A Novel,Linda Beatrice Brown,1996.0
34891,0965594807,5,According to Helen,Florence Wallin,1997.0
8250,0375505822,0,The Bay of Angels,Anita Brookner,2001.0
160393,0553245694,0,Still Life with Woodpecker,Tom Robbins,1981.0
226545,0842329293,0,The Indwelling: The Beast Takes Possession (Left Behind No. 7),Tim Lahaye,2001.0
258093,0345340426,0,The Hobbit and The Lord of the Rings,J.R.R. TOLKIEN,1986.0
273190,0425191729,0,Golden Buddha (Oregon Files (Paperback)),Clive Cussler,2003.0
26443,2070377814,0,La course du liÃ?Â¨vre Ã?Â  travers les champs,SÃ?Â©bastien Japrisot,1986.0
231857,0330253948,0,A Sparrow Falls,Wilbur Smith,1981.0
269566,042517543X,0,Red River War,Ray Rosson,2000.0
249912,038079439X,0,Expendable,James Alan Gardner,1999.0
1511,0425130215,7,Hocus Pocus,Kurt Vonnegut,1991.0
168064,0553348973,0,Still Life with Woodpecker,TOM ROBBINS,1990.0
207965,081182778X,10,Enemy Pie,Derek Munson,2000.0
3915,3257208324,0,Romulus Der GroBe,Durrenmatt,1995.0
245649,094202401X,0,The Hundredth Monkey,Ken Keyes Jr.,1984.0
57833,0671682555,0,Why Americans Hate Politics,E. J. Dionne,1991.0
232945,0812575458,0,Executive Privilege (Chris Sinclair),Jay Brandon,2003.0
264828,2290315435,8,Tout m'Ã?Â©nerve,Pascal Pellerin,2001.0
218572,0451205146,5,Black Hawk Down (Movie Tie-in),Mark Bowden,2002.0
257204,0880385871,0,"Spellfire (Forgotten Realms:  Shandril's Saga, Book 1)",Ed Greenwood,1988.0
31315,0345316770,8,Almost Paradise,Susan Isaacs,1990.0
135753,0385311923,9,Lightning,DANIELLE STEEL,1995.0
185233,0553090437,5,"The Boy Who Cried \Wolf!\"" (Bank Street Ready-to-Read Books, Lelvel 1)""",Ellen Schecter,1994.0
166596,1573241377,0,"Shortcuts to Bliss: The 50 Best Ways to Improve Relationships, Connect With Spirit, and Make Your Dreams Come True",Jonathan Robinson,1998.0
92547,0385335482,0,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001.0
81088,0345351525,0,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993.0
252203,1573223786,9,Drinking Coffee Elsewhere,Zz Packer,2004.0
129074,0812500482,0,The Eye of the World : Book One of 'The Wheel of Time' (Wheel of Time),Robert Jordan,1990.0
30716,1551666952,0,The Falls,Karen Harper,2003.0
44595,0671894234,0,Federation (Star Trek),Judith Reeves-Stevens,1995.0
91266,0373289596,0,"Knights Divided  (The Sommerville Brothers) (Harlequin Historicals, No 359)",Suzanne Barclay,1997.0
203649,0316955191,0,The Hope: A Novel,Herman Wouk,1993.0
233976,0345335244,0,Parents Guide to Raising a Gifted Child,James Alvino,1986.0
268833,0553256319,7,Slight Mourning,Catherine Aird,1986.0
190844,0425166619,0,Toxin,Robin Cook,1999.0
121825,0892967641,0,Slow Dollar (Deborah Knott Mysteries (Hardcover)),Margaret Maron,2002.0
83637,1853047805,0,The Xenophobe's Guide to the Americans,Stephanie Faul,1996.0
6611,0842329129,9,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996.0
99025,0679777504,0,Oscar and Lucinda,Peter Carey,1997.0
134797,0316602051,0,The Jester,James Patterson,2003.0
11676,0449000613,0,Rose Cottage,Mary Stewart,1998.0
69511,0571191622,0,Carla's Song,Paul Laverty,1997.0
112001,0380975343,0,All I Need Is You,Johanna Lindsey,1997.0
160819,0060391537,9,Quivers: A Life,Robin Quivers,1995.0
197775,0553282476,0,CAT'S EYE,MARGARET ATWOOD,1989.0
24590,0671004549,5,You Belong To Me,Mary Higgins Clark,1999.0
141794,8817521620,0,Lettera a mio figlio sul Sessantotto,Mario Capanna,1998.0
129084,0385509510,0,Under the Banner of Heaven : A Story of Violent Faith,JON KRAKAUER,2003.0
113270,0060987561,10,I Know This Much Is True,Wally Lamb,1999.0
264321,0553157361,0,Encyclopedia Brown and the Case of the Secret Pitch (Encyclopedia Brown (Paperback)),Donald J. Sobol,1982.0
124942,0842320822,0,"Mystery Lights of Navajo Mesa (The Last Chance Detectives, Book 1)",Jake Thoene,1994.0
200226,0399132759,0,Hammer,Armand Hammer,1987.0
102967,0553568760,0,Natural Causes,Michael Palmer,1995.0
201526,0140366695,0,The Call of the Wild (Puffin Classics),Jack London,1994.0
104636,0671739751,0,Velvet Song,Jude Deveraux,1991.0
190708,0451209907,0,Quentins,Maeve Binchy,2003.0
229741,0765341972,0,The Mothman Prophecies,John A. Keel,2002.0
80555,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002.0
156150,0805042024,0,Outrageous Acts and Everyday Rebellions,Gloria Steinem,1995.0
196466,0451160312,7,I Never Promised You a Rose Garden,Joanne Greenberg,1984.0
198621,0891344187,0,The Complete Colored Pencil Book,Bernard Poulin,1992.0
168245,0380008157,7,Sweet Savage Love,Rosemary Rogers,1976.0
218010,0140433627,0,Frankenstein or the Modern Prometheus (Penguin Classics),Mary Wollstonecraft Shelley,1992.0
36839,0060217987,0,The Kidnapping of Mister Huey,Lillian Eige,1983.0
65258,0449702766,0,Dicey's Song,Cynthia Voigt,1995.0
174962,0786916354,0,Descent into the Depths of the Earth (Greyhawk),Paul Kidd,2000.0
159847,0330327917,0,The Ice House,Minette Walters,1995.0
225617,0670819069,0,Wildlife in America,Peter Matthiessen,1987.0
46685,0451197410,7,How Stella Got Her Groove Back,Terry McMillan,1998.0
190085,0061054232,10,Quarantine,Greg Egan,1995.0
225996,0446531332,0,Nights in Rodanthe,Nicholas Sparks,2002.0
210485,0671685430,0,Bright Star,Harold Coyle,1991.0
275994,0671034863,7,Portraits of Guilt,Jeanne Boylan,2001.0
268932,0064441768,0,Captain Cat (I Can Read Book 1),Syd Hoff,1994.0
35857,0061051721,0,My Life As a Dog,Moose,2000.0
234683,0451406176,0,The Duke,Catherine Coulter,1995.0
127233,0523422490,0,The Body,Richard Sapir,1984.0
241588,1576738167,9,Redeeming Love,Francine Rivers,2001.0
252601,0671678590,0,The CARTOONIST,Sean Costello,1990.0
252222,0553210882,0,Heart of Darkness and Secret Sha,Joseph Conrad,1982.0
235105,0671626132,0,Treasure,Clive Cussler,1988.0
112953,0394404289,10,The Prophet,Kahlil Gibran,1973.0
56959,1575666634,0,Hanging Hannah (Jane Stuart and Winky Mysteries (Paperback)),Evan Marshall,2001.0
11676,0425177181,7,The Eagle Has Landed,Jack Higgins,2000.0
153662,1551664992,0,Lost Highways,Curtiss Matlock,1999.0
198711,038001159X,0,Einstein: : The Life and Times,Ronald W. Clark,1999.0
153662,0373118651,0,"Mirror Bride (The Marriage Maker) (Harlequin Presents, No 1865)",Robyn Donald,1997.0
152514,0373710461,0,"WIDE OPEN SPACES - HOME ON THE RANCH (Harlequin Superromance, No. 1046)",Roz Denny Fox,2002.0
92650,0671510290,0,Code Of Honor,Harold Coyle,1995.0
72992,207038585X,0,Les RÃ?Â©sidences secondaires ou la vie distraite,FranÃ?Â§ois-Marie Banier,1993.0
162538,0743422317,0,Fallen Angel : A Novel,Don J. Snyder,2001.0
28591,0345453409,10,Dying to Please,LINDA HOWARD,2003.0
175052,0786889837,0,Buried Evidence,Nancy Taylor Rosenberg,2002.0
98741,0380820447,0,"For Better, for Worse: A Novel",Carole Matthews,2002.0
248221,0934971048,0,The Forbidden Stitch: An Asian American Women's Anthology,Shirley Lim,1991.0
102702,0505525240,10,Shadow Crossing,Catherine Spangler,2003.0
113277,0373121563,6,"Unexpected Husband (Wedlocked) (Harlequin  Presents, No 2156)",Lindsay Armstrong,2001.0
74248,0671039962,0,Honey,V.C. Andrews,2001.0
257204,157297009X,0,The Floating Castle (King's Quest),Craig Mills,1995.0
46173,0385721420,6,Three Junes,JULIA GLASS,2003.0
174304,0448416077,7,Little Ballerinas (Grosset & Dunlap All Aboard Book),Ann Morris,1997.0
107657,0573607575,6,"The crucifer of blood: A new Sherlock Holmes mystery, based on characters created by Arthur Conan Doyle",Paul Giovanni,1979.0
97290,270730669X,0,L'Innommable,Samuel Beckett,1983.0
66574,0140185216,3,On the Road (Penguin 20th Century Classics),Jack Kerouac,1998.0
232492,0671789589,8,Emissary (Star Trek: Deep Space Nine #1),J. M. Dillard,2001.0
208141,0809128780,10,"Catholic Christianity: A Guide to the Way, the Truth, and the Life",Richard Chilson,1987.0
141832,1577490959,0,Caring for You and Your Baby: From Pregnancy Through the First Year of Life,Fairview Health Services,2000.0
198177,0553262807,8,Always Coming Home,Ursula K. Le Guin,1993.0
43246,0316603570,9,3rd Degree,James Patterson,2004.0
125774,0708903827,0,Reluctant Orphan,Sara Seale,1979.0
187410,006250892X,0,The Four Winds: A Shaman's Odyssey into the Amazon,Alberto Villoldo,1991.0
246655,0373832265,0,My Valentine,Katherine Arthur,1991.0
68943,0671001809,0,The SEA HUNTERS,Clive Cussler,1997.0
256072,1565791215,4,Oregon Wildflowers: Littlebooks (Oregon Littlebook),Steve Terrill,1995.0
55203,0440235596,0,Tara Road,Maeve Binchy,2000.0
33958,0812585151,0,Bard: The Odyssey of the Irish (Celtic World of Morgan Llywelyn),Morgan Llywelyn,1987.0
108773,1892145049,0,City Secrets: Rome (City Secrets),Robert Kahn,2000.0
129294,0688168930,0,Schrodinger's Baby,H. R. McGregor,1999.0
236283,0670839531,10,Needful Things: The Last Castle Rock Story,Stephen King,1991.0
113368,0375701966,5,The Moviegoer,Walker Percy,1998.0
261973,0821771108,8,Making over Mike (Regency Contemporary Romance),Lisa Plumley,2001.0
172700,0441168132,0,Drifter,William C. Dietz,1991.0
146392,0684832178,0,CHOCOLATE FOR A WOMANS SOUL : 77 STORIES TO FEED YOUR SPIRIT AND WARM YOUR HEART (Chocolate),Kay Allenbaugh,1997.0
156698,1401902278,8,I'm Still Hungry: Finding Myself Through Thick and Thin,Carnie Wilson,2003.0
181948,0824811712,10,"Hawaiian Myths of Earth, Sea, and Sky (Kolowalu Book)",Vivian Laubach Thompson,1988.0
38023,0240802608,0,The New Darkroom Handbook,Joe Demaio,1997.0
274308,014034893X,0,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,1991.0
245963,0373025351,0,Reluctant Paragon (Harlequin Romance),Catherine George,1983.0
2110,0064472779,8,All-American Girl,Meg Cabot,2003.0
253771,0440104327,0,Baby,Robert Lieberman,1982.0
38994,0671034480,0,Sizzle All Day (Sonnet Books),Geralyn Dawson,2000.0
211426,0345296060,0,The Two Towers (Lord of the Rings (Paperback)),J. R. R. Tolkien,1981.0
128918,0563555742,0,Dominion (Doctor Who Series),Nick Walters,1999.0
247429,0892831642,0,Person to person: How to be effective in evangelism (The Living as a Christian series),Jim Berlucchi,1984.0
137545,0061090565,0,Under Fire: An American Story,Oliver L. North,1992.0
200361,0553377884,0,Skinny Legs and All,Tom Robbins,1995.0
198711,0448416395,0,Let's Play A Game: The Big Comfy Couch,Grosset and Dunlap,1997.0
98391,0312326327,10,The Dead,Ingrid Black,2004.0
114414,0064403149,0,The Last of the Really Great Whangdoodles 30th Anniversary Edition (Julie Andrews Collection),Julie Andrews Edwards,2003.0
80945,044021145X,0,The Firm,John Grisham,1992.0
23768,0375413251,0,All I Could Get,SCOTT LASSER,2002.0
208741,0446614459,0,Split Second,David Baldacci,2004.0
87302,0618304002,10,The Book of Salt,Monique Truong,2003.0
81977,0452284295,0,Cheet (Plume Books),Anna Davis,2003.0
27462,0553294083,0,A Whisper of Roses,Teresa Medeiros,1993.0
247055,0030107318,0,Fear of Flying; A Novel.: A Novel,Erica Jong,1973.0
122793,0140240241,8,Felicia's Journey,William Trevor,1995.0
81865,0553569155,6,Seinlanguage,Jerry Seinfeld,1995.0
93047,0553560077,6,"DINOSAUR ISLAND (Choose Your Own Adventure, No 138)",EDWARD PACKARD,1993.0
69329,0806124598,8,Harvest of Violence: The Maya Indians and the Guatemalan Crisis,Robert M. Carmack,1992.0
176401,0446607193,10,Unspeakable,Sandra Brown,1999.0
245963,0440222788,0,Jury Double,Edward Stewart,1997.0
37030,0590493639,10,Everything You Need to Know About American History (Scholastic Homework Reference Series),Kelly Zeman,1994.0
196160,0743435850,0,Give Me Liberty,Martin Greenberg,2003.0
78783,0345468627,6,The Hot Flash Club,NANCY THAYER,2003.0
114414,014029628X,0,Girl in Hyacinth Blue,Susan Vreeland,2000.0
127429,0553212281,0,The Tell-Tale Heart (Bantam Classics),EDGAR ALLAN POE,1983.0
26883,0747553181,0,The Battersea Park Road to Enlightenment,Isabel Losada,2001.0
84024,0446612790,9,2nd Chance,James Patterson,2003.0
63394,0842329129,0,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996.0
112026,0451173392,0,The Carbohydrate Addict's Diet: The Lifelong Solution to Yo-Yo Dieting,Rachael F. Heller,1999.0
211303,0345322215,0,Wielding a Red Sword (Incarnations of Immortality (Paperback)),Piers Anthony,1987.0
167471,0452266688,0,The Portable Curmudgeon,Jon Winokur,1992.0
79266,0380818337,8,The Lady Is Tempted,Cathy Maxwell,2002.0
138441,038533656X,0,Apocalipstick,SUE MARGOLIS,2003.0
206695,0553278215,0,Pearl,John Steinbeck,1983.0
36836,0375507876,0,Prague : A Novel,ARTHUR PHILLIPS,2002.0
120042,0451615506,7,Words of Science,Isaac Asimov,1979.0
127233,0385236999,0,"DOUBLEDAY BOOK OF FAMOUS AMERICANS, THE",SUZANNE LAVERT,1989.0
82156,0399141227,0,Montana Sky,Nora Roberts,1996.0
56399,0140042407,10,Tortilla Flat,John Steinbeck,1995.0
137397,0590112899,9,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,1998.0
204359,037570387X,0,The Autograph Man: A Novel (Vintage International (Paperback)),Zadie Smith,2003.0
216099,1856978842,0,Ghost Stories (Story Library),Robert Westall,1993.0
253556,1862043884,0,Nostradamus: The Complete Prophecies,John Hogue,1997.0
222298,0890877890,7,The Radiant Kingdom: An Allegorical Study of Meditation,Ian MacWhinnie,1996.0
52584,0451524411,0,Tale of Two Cities,Charles Dickens,1991.0
183006,1400048915,0,"Barman: Ping-Pong, Pathos, and Passing the Bar",ALEX WELLEN,2003.0
198279,0749003375,0,The Centurion: An Historical Novel (A&B Fiction),John Stewart,1998.0
20034,0425173755,7,Murder on the Orient Express (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2000.0
169911,8470391127,0,Poema De Mio Cid (Odres Nuevos),Anonimo,1981.0
124942,0590679872,0,Help!: I'm Trapped in My Gym Teacher's Body,Todd Strasser,1997.0
52025,0816714371,0,What's It Like to Be a Sanitation Worker,Susan Cornell Poskanzer,1989.0
123849,0553299077,7,The Face of the Waters,Robert Silverberg,1992.0
164323,0440224764,0,The Partner,John Grisham,1998.0
44925,0375707972,0,The Reader,Bernhard Schlink,1999.0
32773,0517077620,8,Van Gogh,Vincent Van Gogh,1992.0
113519,0060175966,0,The Professor and the Madman,Simon Winchester,1998.0
54218,0373709323,0,"Cathryn (Circle Of Friends) (Superromance, 932)",Shannon Waverly,2000.0
189835,0375760059,5,Bleak House (Modern Library Classics),Charles Dickens,2002.0
238120,1573221309,0,The Best Thing I Ever Tasted: The Secret of Food,Sallie Tisdale,2000.0
269719,0446857769,0,"Disraeli, portrait of a romantic",David Butler,1980.0
76942,0446670111,0,Einstein's Dreams,Alan Lightman,1994.0
29000,0684194112,0,The WISDOM OF SERPENTS (A NATS ROSEN MYSTERY),Ronald Levitsky,1992.0
24921,037576092X,0,Autobiography of a Fat Bride : True Tales of a Pretend Adulthood,LAURIE NOTARO,2003.0
60797,014043397X,0,No Name (Penguin Classics),Wilkie Collins,1995.0
147686,0679437851,0,An Anthropologist on Mars: Seven Paradoxical Tales,Oliver W. Sacks,1995.0
111578,0441009050,5,St. Patrick's Gargoyle,Katherine Kurtz,2002.0
153662,0821752308,0,Risque,Laura Parker,1996.0
78617,0671724738,0,Postcards from the Edge,Carrie Fisher,1990.0
198612,0515128821,7,The Breaker,Minette Walters,2000.0
271284,0553284487,0,Daughter's of the Storm,Elizabeth Buchan,1990.0
204753,0449148769,4,Caroline's Daughters,Alice Adams,1993.0
231354,0399149244,8,Tricky Business,Dave Barry,2002.0
201346,0671027360,9,Angels & Demons,Dan Brown,2001.0
13552,0451184114,0,Dolores Claiborne,Stephen King,1995.0
246959,0451455096,0,The Jigsaw Woman,Kim Antieau,1996.0
148744,0380717581,0,Murder on the Iditarod Trail (Alaska Mysteries (Paperback)),Sue Henry,1993.0
12538,0842314296,0,Hinds' Feet on High Places,Hannah Hurnard,1997.0
153279,0385510187,0,Dating Dead Men,HARLEY JANE KOZAK,2004.0
35859,0312867867,0,"Faith of the Fallen (Sword of Truth, Book 6)",Terry Goodkind,2000.0
244471,0140039589,7,Watership Down,Richard Adams,1974.0
98391,0786243120,9,Charnel House and Other Stories (Five Star First Edition Mystery Series),Graham Masterton,2002.0
83637,0743460529,0,Daddy's Little Girl,Mary Higgins Clark,2003.0
194600,0316569321,0,White Oleander : A Novel,Janet Fitch,1999.0
228727,014219607X,6,"Live in a Better Way: Reflections on Truth, Love, and Happiness",Bstan-Dzin-Rgya-Mtsho,2002.0
205085,0553148001,9,The Clan of the Cave Bear : a novel,Jean M. Auel,1981.0
36606,0375800409,0,"Junie B. Jones Has a Peep In Her Pocket (Junie B. Jones 15, paper)",BARBARA PARK,2000.0
249058,1877741094,10,Zen in the Art of Writing: Essays on Creativity : Expanded,Ray Bradbury,1994.0
267589,0786890118,0,Around the World in a Bad Mood! : Confessions of a Flight Attendant,Rene Foss,2002.0
269157,0941781135,0,Katharine the Great: Katharine Graham and Her Washington Post Empire,Deborah Davis,1991.0
112240,0316542393,8,Stalin's Nose: Travels Around the Bloc,Rory MacLean,1993.0
48995,034541389X,0,Flesh and Blood,Jonathan Kellerman,2002.0
212898,0451186486,0,American Blood,Jason Manning,1996.0
109591,3423072393,0,Kati in Amerika: Kati in Amerika,Lindgren,1994.0
132173,0345447840,0,The Surgeon,TESS GERRITSEN,2002.0
179744,0192815180,0,The Nicomachean Ethics (World's Classics),Aristotle,1980.0
166123,0373094574,0,Beguiling Ways,Trent Lynda,1988.0
237912,0515067318,8,In the Midst of Death,Lawrence Block,1982.0
76352,0449219089,0,The Day the Rabbi Resigned,Harry Kemelman,1993.0
11676,0440241073,8,The Summons,John Grisham,2002.0
258036,0590308793,0,Windsong Summer,Patricia C. Hass,1980.0
209206,3423117370,0,Fool on the Hill. Roman.,Matt Ruff,1993.0
9856,0671724819,0,FIRE GAME (FEAR STREET ) : FIRE GAME (Fear Street),R.L. Stine,1991.0
7318,0060976845,0,Little Altars Everywhere: A Novel,Rebecca Wells,1996.0
232131,0553260111,0,The Bourne Identity,Robert Ludlum,1984.0
148191,0684842696,8,UNDERWORLD,Don DeLillo,1997.0
55187,073520019X,0,Breakthrough Rapid Reading,Peter Kump,1998.0
275909,9500700921,10,La Increible y Triste Historia  Candida Erendira,Gabriel Garcia Marquez,1995.0
198711,055325846X,0,Trinity,Leon Uris,1983.0
209356,014023828X,5,The Tortilla Curtain,T. Coraghessan Boyle,1996.0
79942,0702222984,7,Isobars (UQP fiction),Janette Turner Hospital,1990.0
87964,0804117144,5,Team Sergeant: A Special Forces Nco at Lang Vei and Beyond,William T. Craig,1998.0
212898,0531102769,0,Stunt riding (Picture Library),Norman S Barrett,1987.0
235842,0380000490,0,Sunshine: A Novel (An Avon/Flare Book),Norma Klein,1982.0
211430,055214262X,0,Mariana,Susanna Kearsley,1995.0
214138,0515136263,8,Chesapeake Blue,Nora Roberts,2004.0
121891,089480829X,0,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996.0
4802,0552998486,0,Chocolat,Joanne Harris,2000.0
35859,0671027646,0,The Christmas Box Collection : The Christmas Box Timepiece The Letter,Richard Paul Evans,1998.0
163761,0843944145,0,Savage Wonder (Leisure Historical Romance),Cassie Edwards,1998.0
14487,0704339927,5,Queen of the States (The Women's Press Science Fiction Series),Josephine Saxton,1986.0
275305,0060160705,0,John Dollar: A Novel,Marianne Wiggins,1989.0
177180,0373260466,0,Cause And Effect,Ralph M. McInerny,1990.0
76499,0393001423,10,The Ego and the Id (The Standard Edition of the Complete Psychological Works of Sigmund Freud),Sigmund Freud,1962.0
216306,067142517X,7,"HOW TO WIN FRIENDS, REVISED",Dale Carnegie,1981.0
157906,0679446230,7,Things Fall Apart (Everyman's Library),CHINUA ACHEBE,1995.0
212965,0425171078,10,The More I See You,Lynn Kurland,1999.0
13082,0534558399,0,Critical Thinking,Richard L. Epstein,1998.0
100251,0553259326,4,Death of a Radcliffe Roommate,Victoria Silver,1986.0
190491,0452269652,0,Jazz (Plume Contemporary Fiction),Toni Morrison,1993.0
114868,0451205235,0,Cold Flat Junction,Martha Grimes,2002.0
229551,014028009X,0,Bridget Jones's Diary,Helen Fielding,1999.0
120889,0345387651,0,The Cider House Rules,John Irving,1994.0
125692,0373650310,0,"Baby Pursuit  (Fortunes Of Texas) (Fortunes of Texas, 2)",Laurie Paige,1999.0
182085,0671568841,9,All the Queen's Men,Linda Howard,2000.0
136240,0345235150,0,Well at Worlds End Vol 1,Morris,1973.0
98741,157322930X,0,High Maintenance,Jennifer Belle,2002.0
116122,0671878530,5,"FOUR AND TWENTY BLACKBIRDS A BARDIC VOICES NOVEL (Bardic Voices/Mercedes Lackey, Bk 4)",Mercedes Lackey,1997.0
198711,0553250434,0,Sweet Valley High #05: All Night Long (Sweet Valley High (Numbered Paperback)),Francine Pascal,1984.0
208829,0452284449,0,The Virgin Blue,Tracy Chevalier,2003.0
